TubeNumber,BirdID,SampleDate,Qubit,Island.x,SumVeg_X_Inverts,TQ,TQcorrected,BirthDate,BirthYear,Lifespan,ReproductiveOutput,SexEstimate,CatchTime,season,Sequenced,survive,SamplingAge,Timeinfridge,SampleLeft,SampleType,TerminalYear,LatestEligibleDate,nage,FPID,pop_died,Froh_imp,SequencingRun,mean_TQ_FPID,meancentredTQ,Type
616,7068,2020-02-19,0.218,CN,NA,NA,12304.575,2018-09-16,2018,3,NA,1,290,minor,0,1,1.4,26,Y,F,0,2021-09-30,0.4666666666666666,minor_2020,NA,0.126927209,NA,34142.66416666667,-21838.08916666667,F
616,7068,2020-02-19,0.218,CN,NA,NA,12304.575,2018-09-16,2018,3,NA,1,290,minor,0,1,1.4,26,Y,F,0,2021-09-30,0.4666666666666666,minor_2020,NA,0.126927209,NA,34142.66416666667,-21838.08916666667,F
616,7068,2020-02-19,0.115,CN,NA,NA,12304.575,2018-09-16,2018,3,NA,1,290,minor,0,1,1.4,26,N,F,0,2021-09-30,0.4666666666666666,minor_2020,NA,0.126927209,NA,34142.66416666667,-21838.08916666667,F
617,7134,2020-02-20,0.18,CN,NA,NA,28809.54,2019-12-27,2019,NA,NA,1,200,minor,0,1,0.2,25,Y,F,0,NA,NA,minor_2020,NA,NA,NA,34142.66416666667,-5333.124166666668,F
618,7134,2020-02-20,0.318,CN,NA,NA,28809.54,2019-12-27,2019,NA,NA,1,200,minor,0,1,0.2,25,Y,F,0,NA,NA,minor_2020,NA,NA,NA,34142.66416666667,-5333.124166666668,F
619,6064,2019-09-15,0.07,CN,NA,NA,NA,2013-12-12,2013,6.3,2,0,551,major,0,1,5.8,8,N,F,1,2020-03-16,0.9206349206349206,major_2019,0.11333333333333333,0.106951668,NA,25071.265887850466,NA,F
62,5291,2017-08-19,0.0576,CN,27.69,87182.2,87182.2,2008-10-23,2008,9.9,11,1,559,major,0,1,8.8,32,N,F,0,2018-09-30,0.888888888888889,major_2017,0.09003215434083602,0.11846118,NA,57447.427596153844,29734.772403846153,F
620,6155,2019-09-01,0.0224,CN,5.97,16268.71,16268.71,2014-02-28,2014,NA,6,1,584,major,0,1,5.5,22,N,F,0,NA,NA,major_2019,0.11333333333333333,0.096840637,NA,25071.265887850466,-8802.555887850467,F
621,7126,2020-02-21,0.125,CN,NA,NA,21348.93,2019-05-23,2019,2.4,NA,1,595,minor,0,1,0.8,24,N,F,0,2021-09-30,0.33333333333333337,minor_2020,NA,0.066756173,NA,34142.66416666667,-12793.734166666669,F
622,7126,2020-02-21,0.424,CN,NA,NA,21348.93,2019-05-23,2019,2.4,NA,1,595,minor,0,1,0.8,24,Y,F,0,2021-09-30,0.33333333333333337,minor_2020,NA,0.066756173,NA,34142.66416666667,-12793.734166666669,F
623,7124,2020-02-22,0.05,CN,NA,NA,17615.175,2019-05-24,2019,0.8,NA,1,295,minor,0,0,0.8,23,Y,F,1,2020-03-16,1,minor_2020,NA,0.03612698,NA,34142.66416666667,-16527.48916666667,F
624,6753,2020-02-22,0.001,CN,NA,NA,31509.46,2017-06-27,2017,5.2,NA,1,588,minor,0,1,2.7,23,Y,F,0,2022-09-14,0.5192307692307693,minor_2020,NA,0.165452317,NA,34142.66416666667,-2633.20416666667,F
625,6570,2020-02-24,0.44,CN,NA,NA,31590.045,2015-10-10,2015,5.7,2,1,330,minor,0,1,4.4,21,Y,F,0,2021-06-15,0.7719298245614036,minor_2020,NA,0.109002651,NA,34142.66416666667,-2552.619166666671,F
626,6699,2020-02-22,0.001,CN,NA,NA,31509.46,2017-01-27,2017,NA,NA,0,588,minor,0,1,3.1,23,N,F,0,NA,NA,minor_2020,NA,0.117281727,NA,34142.66416666667,-2633.20416666667,F
627,6570,2020-02-24,0.118,CN,NA,NA,31590.045,2015-10-10,2015,5.7,2,1,330,minor,0,1,4.4,21,Y,F,0,2021-06-15,0.7719298245614036,minor_2020,NA,0.109002651,NA,34142.66416666667,-2552.619166666671,F
628,6572,2020-02-24,0.113,CN,NA,NA,41211.525,2015-10-14,2015,NA,1,1,625,minor,1,1,4.4,21,N,F,0,NA,NA,minor_2020,NA,0.1259063,2,34142.66416666667,7068.860833333332,F
629,7127,2020-02-24,0.256,CN,NA,NA,41211.525,2019-05-26,2019,3.3,NA,0,625,minor,1,1,0.8,21,Y,F,0,2022-09-14,0.24242424242424246,minor_2020,NA,NA,2,34142.66416666667,7068.860833333332,F
63,6272,2017-08-28,0.354,CN,37.43,96280.44,96280.44,2014-07-14,2014,6.9,2,0,165,major,0,1,3.1,23,Y,F,0,2021-06-15,0.4492753623188406,major_2017,0.09003215434083602,0.165216793,NA,57447.427596153844,38833.01240384616,F
630,7110,2019-09-16,0.11,CN,12.84,45657.08,45657.08,2018-09-15,2018,NA,NA,0,190,major,0,1,1,7,N,F,0,NA,NA,major_2019,0.11333333333333333,0.114123691,NA,25071.265887850466,20585.814112149536,F
631,6064,2019-09-15,0.238,CN,NA,NA,NA,2013-12-12,2013,6.3,2,0,551,major,0,1,5.8,8,Y,F,1,2020-03-16,0.9206349206349206,major_2019,0.11333333333333333,0.106951668,NA,25071.265887850466,NA,F
633,6868,2020-02-25,0.048,CN,NA,NA,39577.65,2018-02-16,2018,4.6,NA,1,365,minor,1,1,2,20,Y,F,0,2022-09-14,0.4347826086956522,minor_2020,NA,0.076944002,2,34142.66416666667,5434.985833333332,F
634,6838,2020-02-25,NA,CN,NA,NA,39577.65,2017-10-05,2017,NA,NA,0,365,minor,0,1,2.4,20,N,F,0,NA,NA,minor_2020,NA,0.164946445,NA,34142.66416666667,5434.985833333332,F
635,7093,2020-02-26,0.11,CN,NA,NA,10261.365,2018-10-14,2018,NA,1,0,325,minor,0,1,1.4,19,N,F,0,NA,NA,minor_2020,NA,0.16654929,NA,34142.66416666667,-23881.29916666667,F
635,7093,2020-02-26,0.187,CN,NA,NA,10261.365,2018-10-14,2018,NA,1,0,325,minor,0,1,1.4,19,Y,F,0,NA,NA,minor_2020,NA,0.16654929,NA,34142.66416666667,-23881.29916666667,F
635,7093,2020-02-26,0.187,CN,NA,NA,10261.365,2018-10-14,2018,NA,1,0,325,minor,0,1,1.4,19,Y,F,0,NA,NA,minor_2020,NA,0.16654929,NA,34142.66416666667,-23881.29916666667,F
635,7093,2020-02-26,0.11,CN,NA,NA,10261.365,2018-10-14,2018,NA,1,0,325,minor,0,1,1.4,19,N,F,0,NA,NA,minor_2020,NA,0.16654929,NA,34142.66416666667,-23881.29916666667,F
636,5853,2020-02-27,0.123,CN,NA,NA,17115.735,2012-07-29,2012,NA,2,1,360,minor,1,1,7.6,18,Y,F,0,NA,NA,minor_2020,NA,0.143026228,1,34142.66416666667,-17026.92916666667,F
637,7102,2020-02-27,0.0932,CN,NA,NA,17115.735,2018-10-08,2018,3.4,NA,1,583,minor,0,1,1.4,18,Y,F,0,2022-03-18,0.4117647058823529,minor_2020,NA,0.096544629,NA,34142.66416666667,-17026.92916666667,F
638,6873,2020-02-27,0.0952,CN,NA,NA,NA,2017-10-22,2017,3.9,NA,0,585,minor,0,1,2.3,18,Y,F,0,2021-09-30,0.5897435897435898,minor_2020,NA,0.124821241,NA,34142.66416666667,NA,F
639,6766,2020-02-27,0.0848,CN,NA,NA,17115.735,2017-07-02,2017,5.7,NA,0,650,minor,1,1,2.7,18,N,F,0,2023-03-27,0.4736842105263158,minor_2020,NA,0.14521101,2,34142.66416666667,-17026.92916666667,F
64,1826,2017-08-17,0.0456,CN,26.08,64756.95,64756.95,2003-08-09,2003,16.6,12,0,583,major,0,1,14,34,N,F,0,2020-03-16,0.8433734939759036,major_2017,0.09003215434083602,0.12334578,NA,57447.427596153844,7309.522403846153,F
640,7128,2020-02-28,0.21,CN,NA,NA,34495.35,2019-05-30,2019,0.8,NA,1,150,minor,0,0,0.8,17,Y,F,1,2020-03-16,1,minor_2020,NA,0.073038979,NA,34142.66416666667,352.68583333332936,F
641,7129,2020-02-28,0.162,CN,NA,NA,34495.35,2019-05-30,2019,0.8,NA,0,150,minor,0,0,0.8,17,Y,F,1,2020-03-16,1,minor_2020,NA,0.022739418,NA,34142.66416666667,352.68583333332936,F
642,7130,2020-02-28,0.171,CN,NA,NA,47765.315,2019-05-30,2019,2.3,NA,0,130,minor,0,1,0.8,17,N,F,0,2021-09-30,0.3478260869565218,minor_2020,NA,0.035944151,NA,34142.66416666667,13622.650833333333,F
643,6847,2020-02-28,0.236,CN,NA,NA,34495.35,2017-10-10,2017,5.5,NA,0,150,minor,0,1,2.4,17,Y,F,0,2023-03-27,0.43636363636363634,minor_2020,NA,0.125267545,NA,34142.66416666667,352.68583333332936,F
644,7125,2020-02-28,0.0124,CN,NA,NA,NA,2019-10-14,2019,0.4,NA,1,655,minor,0,0,0.4,17,Y,F,1,2020-03-16,1,minor_2020,NA,0.036528287,NA,34142.66416666667,NA,F
645,7144,2020-03-02,0.188,CN,NA,NA,36399.345,2019-06-02,2019,4.4,NA,1,235,minor,1,1,0.8,14,N,F,0,2023-10-09,0.18181818181818182,minor_2020,NA,0.042463214,1,34142.66416666667,2256.680833333332,F
646,6693,2020-03-02,0.0296,CN,NA,NA,31122.56,2016-09-28,2016,3.5,1,0,485,minor,1,0,3.4,14,Y,F,1,2020-03-16,0.9714285714285714,minor_2020,NA,0.165107738,2,34142.66416666667,-3020.104166666668,F
647,7132,2020-03-02,0.0396,CN,NA,NA,19235.54,2019-06-02,2019,NA,NA,0,540,minor,0,1,0.8,14,Y,F,0,NA,NA,minor_2020,NA,0.042336838,NA,34142.66416666667,-14907.124166666668,F
648,7133,2020-03-03,0.124,CN,NA,NA,35557.485,2019-06-03,2019,2.3,NA,1,110,minor,0,1,0.8,13,Y,F,0,2021-09-30,0.3478260869565218,minor_2020,NA,0.06195112,NA,34142.66416666667,1414.8208333333314,F
649,6859,2020-03-03,0.296,CN,NA,NA,25279.77,2018-02-06,2018,4.1,1,1,535,minor,0,1,2.1,13,Y,F,0,2022-03-18,0.5121951219512195,minor_2020,NA,0.094345184,NA,34142.66416666667,-8862.894166666669,F
65,6676,2017-08-22,0.078,CN,24.05,39351.16,39351.16,2016-07-14,2016,6.7,NA,1,649,major,1,1,1.1,29,N,F,0,2023-03-27,0.16417910447761194,major_2017,0.09003215434083602,0.132793312,1,57447.427596153844,-18096.26759615384,F
650,6909,2020-03-03,0.369,CN,NA,NA,27793.175,2017-12-12,2017,5.8,1,0,535,minor,0,1,2.2,13,Y,F,0,2023-10-09,0.37931034482758624,minor_2020,NA,0.080471819,NA,34142.66416666667,-6349.48916666667,F
650,6909,2020-03-03,0.181,CN,NA,NA,27793.175,2017-12-12,2017,5.8,1,0,535,minor,0,1,2.2,13,S,F,0,2023-10-09,0.37931034482758624,minor_2020,NA,0.080471819,NA,34142.66416666667,-6349.48916666667,F
650,6909,2020-03-03,0.369,CN,NA,NA,27793.175,2017-12-12,2017,5.8,1,0,535,minor,0,1,2.2,13,Y,F,0,2023-10-09,0.37931034482758624,minor_2020,NA,0.080471819,NA,34142.66416666667,-6349.48916666667,F
650,6909,2020-03-03,0.181,CN,NA,NA,27793.175,2017-12-12,2017,5.8,1,0,535,minor,0,1,2.2,13,S,F,0,2023-10-09,0.37931034482758624,minor_2020,NA,0.080471819,NA,34142.66416666667,-6349.48916666667,F
651,6845,2020-03-04,0.26,CN,NA,NA,11149.490000000002,2018-01-02,2018,5.2,NA,0,205,minor,0,1,2.2,12,Y,F,0,2023-03-27,0.4230769230769231,minor_2020,NA,0.084422847,NA,34142.66416666667,-22993.174166666668,F
652,7131,2020-03-04,0.21,CN,NA,NA,19542.52,2019-06-04,2019,2.3,NA,1,190,minor,0,1,0.8,12,Y,F,0,2021-09-30,0.3478260869565218,minor_2020,NA,0.037287737,NA,34142.66416666667,-14600.144166666669,F
653,7137,2020-03-06,0.162,CN,NA,NA,39092.775,2019-06-06,2019,2.3,NA,0,206,minor,0,1,0.8,10,Y,F,0,2021-09-30,0.3478260869565218,minor_2020,NA,0.028738679,NA,34142.66416666667,4950.110833333332,F
654,7116,2020-03-06,0.052,CN,NA,NA,39092.775,2019-05-13,2019,NA,NA,0,265,minor,0,1,0.8,10,Y,F,0,NA,NA,minor_2020,NA,0.044831375,NA,34142.66416666667,4950.110833333332,F
655,7141,2020-03-06,0.102,CN,NA,NA,37889.985,2019-06-06,2019,0.8,NA,1,235,minor,0,0,0.8,10,Y,F,1,2020-03-16,1,minor_2020,NA,0.046286124,NA,34142.66416666667,3747.3208333333314,F
656,5543,2020-03-06,0.0284,CN,NA,NA,28809.54,2010-08-05,2010,NA,6,0,265,minor,0,1,9.6,10,Y,F,0,NA,NA,minor_2020,NA,0.105434968,NA,34142.66416666667,-5333.124166666668,F
657,7071,2020-03-06,0.67,CN,NA,NA,30477.86,2018-09-15,2018,NA,NA,1,525,minor,1,1,1.5,10,Y,F,0,NA,NA,minor_2020,NA,0.105773132,2,34142.66416666667,-3664.8041666666686,F
658,7084,2020-03-06,0.0856,CN,NA,NA,24863.07,2018-05-06,2018,1.9,NA,1,640,minor,1,0,1.8,10,Y,F,1,2020-03-16,0.9473684210526316,minor_2020,NA,0.097169638,2,34142.66416666667,-9279.59416666667,F
659,6917,2020-03-07,0.171,CN,NA,NA,58542.03,2017-09-19,2017,NA,NA,0,210,minor,0,1,2.5,9,Y,F,0,NA,NA,minor_2020,NA,0.17659892,NA,34142.66416666667,24399.36583333333,F
66,6748,2017-08-16,0.22,CN,29.87,95885.91,95885.91,2017-06-22,2017,0.7,NA,0,645,major,0,1,0.2,35,N,F,1,2018-03-14,0.28571428571428575,major_2017,0.09003215434083602,0.085643356,NA,57447.427596153844,38438.48240384616,F
660,7143,2020-03-07,0.364,CN,NA,NA,25577.07,2019-06-07,2019,2.3,1,1,655,minor,0,1,0.8,9,N,F,0,2021-09-30,0.3478260869565218,minor_2020,NA,0.040330944,NA,34142.66416666667,-8565.59416666667,F
661,6926,2020-03-09,0.0908,CN,NA,NA,33986.729999999996,2018-07-26,2018,3.2,NA,0,555,minor,0,1,1.6,7,Y,F,0,2021-09-30,0.5,minor_2020,NA,0.144463199,NA,34142.66416666667,-155.93416666667326,F
662,7142,2020-03-09,0.118,CN,NA,NA,10261.365,2019-06-09,2019,NA,NA,1,210,minor,0,1,0.8,7,Y,F,0,NA,NA,minor_2020,NA,0.044233401,NA,34142.66416666667,-23881.29916666667,F
663,6745,2019-07-31,0.0148,CN,4.94,14920.18,14920.18,2017-06-19,2017,NA,NA,1,636,major,0,1,2.1,54,N,F,0,NA,NA,major_2019,0.11333333333333333,0.171080147,NA,25071.265887850466,-10151.085887850466,F
664,6765,2020-03-10,0.0596,CN,NA,NA,73785.775,2017-07-05,2017,NA,NA,0,180,minor,0,1,2.7,6,Y,F,0,NA,NA,minor_2020,NA,0.167459311,NA,34142.66416666667,39643.110833333325,F
665,6261,2020-03-10,0.032,CN,NA,NA,22197.36,2014-07-28,2014,7.6,2,1,595,minor,0,1,5.6,6,N,F,0,2022-03-18,0.7368421052631579,minor_2020,NA,0.103362908,NA,34142.66416666667,-11945.304166666669,F
666,6036,2020-03-10,0.196,CN,NA,NA,39092.775,2012-12-27,2012,8.8,7,0,610,minor,1,1,7.2,6,Y,F,0,2021-09-30,0.8181818181818181,minor_2020,NA,0.106464125,1,34142.66416666667,4950.110833333332,F
667,6780,2020-03-11,0.0704,CN,NA,NA,21937.155,2017-07-16,2017,NA,NA,0,193,minor,0,1,2.7,5,Y,F,0,NA,NA,minor_2020,NA,0.128202887,NA,34142.66416666667,-12205.50916666667,F
668,NA,2020-03-13,0.188,CN,NA,NA,NA,NA,NA,NA,10224,NA,360,minor,0,NA,NA,3,N,C,0,NA,NA,minor_2020,NA,NA,NA,NA,NA,C
669,NA,2020-03-13,NA,CN,NA,NA,NA,NA,NA,NA,10224,NA,360,minor,0,NA,NA,3,N,C,0,NA,NA,minor_2020,NA,NA,NA,NA,NA,C
67,6754,2017-08-21,0.136,CN,24.51,66247.97,66247.97,2017-06-27,2017,5.2,NA,0,565,major,0,1,0.2,30,N,F,0,2022-09-14,0.038461538461538464,major_2017,0.09003215434083602,0.092488486,NA,57447.427596153844,8800.542403846157,F
670,NA,2020-03-13,NA,CN,NA,NA,NA,NA,NA,NA,10224,NA,360,minor,0,NA,NA,3,N,C,0,NA,NA,minor_2020,NA,NA,NA,NA,NA,C
671,NA,2020-03-13,0.001,CN,NA,NA,NA,NA,NA,NA,10224,NA,360,minor,0,NA,NA,3,N,C,0,NA,NA,minor_2020,NA,NA,NA,NA,NA,C
672,NA,2020-03-13,NA,CN,NA,NA,NA,NA,NA,NA,10224,NA,360,minor,0,NA,NA,3,N,C,0,NA,NA,minor_2020,NA,NA,NA,NA,NA,C
673,6152,2019-09-15,0.0484,CN,NA,NA,NA,2014-02-27,2014,6.1,1,1,538,major,0,1,5.5,8,Y,F,1,2020-03-16,0.9016393442622951,major_2019,0.11333333333333333,0.047583796,NA,25071.265887850466,NA,F
674,NA,2020-03-13,NA,CN,NA,NA,NA,NA,NA,NA,10224,NA,360,minor,0,NA,NA,3,NA,C,0,NA,NA,minor_2020,NA,NA,NA,NA,NA,C
675,NA,2020-03-13,NA,CN,NA,NA,NA,NA,NA,NA,10224,NA,360,minor,0,NA,NA,3,NA,C,0,NA,NA,minor_2020,NA,NA,NA,NA,NA,C
676,NA,2020-03-13,0.001,CN,NA,NA,NA,NA,NA,NA,10224,NA,360,minor,0,NA,NA,3,NA,C,0,NA,NA,minor_2020,NA,NA,NA,NA,NA,C
677,NA,2020-03-13,0.001,CN,NA,NA,NA,NA,NA,NA,10224,NA,360,minor,0,NA,NA,3,NA,C,0,NA,NA,minor_2020,NA,NA,NA,NA,NA,C
678,NA,2020-03-13,0.7,CN,NA,NA,NA,NA,NA,NA,10224,NA,360,minor,0,NA,NA,3,NA,C,0,NA,NA,minor_2020,NA,NA,NA,NA,NA,C
679,NA,2020-03-13,0.536,CN,NA,NA,NA,NA,NA,NA,10224,NA,360,minor,0,NA,NA,3,NA,C,0,NA,NA,minor_2020,NA,NA,NA,NA,NA,C
68,6689,2017-08-29,0.0712,CN,13.11,32726.03,32726.03,2016-02-14,2016,4.1,2,1,240,major,0,1,1.5,22,N,F,0,2020-03-16,0.3658536585365854,major_2017,0.09003215434083602,0.133869207,NA,57447.427596153844,-24721.397596153845,F
680,7147,2021-04-26,0.0206,CN,22.19,42413.12,42413.12,2020-07-26,2020,1.6,NA,1,746,minor,0,1,0.8,50,N,F,1,2022-03-18,0.5,minor_2021,NA,0.043154115,NA,41771.6270754717,641.4929245283056,F
681,6838,2021-04-28,0.0508,CN,23.9,54740.01,54740.01,2017-10-05,2017,NA,NA,0,300,minor,0,1,3.6,48,N,F,0,NA,NA,minor_2021,NA,0.164946445,NA,41771.6270754717,12968.382924528305,F
682,6868,2021-04-28,0.0508,CN,23.9,54740.01,54740.01,2018-02-16,2018,4.6,NA,1,385,minor,0,1,3.2,48,N,F,0,2022-09-14,0.6956521739130436,minor_2021,NA,0.076944002,NA,41771.6270754717,12968.382924528305,F
683,7145,2021-04-28,0.0664,CN,23.9,54740.01,54740.01,2020-12-12,2020,NA,NA,1,375,minor,0,1,0.4,48,N,F,0,NA,NA,minor_2021,NA,0.043660262,NA,41771.6270754717,12968.382924528305,F
684,6710,2021-04-28,0.0296,CN,26.79,94127.22,94127.22,2016-10-14,2016,NA,1,1,360,minor,0,1,4.5,48,N,F,0,NA,NA,minor_2021,NA,0.057755404,NA,41771.6270754717,52355.592924528304,F
685,7148,2021-04-28,0.032,CN,26.79,94127.22,94127.22,2020-07-28,2020,NA,NA,0,325,minor,0,1,0.8,48,N,F,0,NA,NA,minor_2021,NA,0.0355883,NA,41771.6270754717,52355.592924528304,F
686,7135,2021-04-28,0.02,CN,22.19,42413.12,42413.12,2019-05-19,2019,NA,1,1,640,minor,0,1,1.9,48,N,F,0,NA,NA,minor_2021,NA,0.050854004,NA,41771.6270754717,641.4929245283056,F
687,7068,2021-04-30,0.0984,CN,4.59,4372.59,4372.59,2018-09-16,2018,3,NA,1,173,minor,1,1,2.6,46,N,F,1,2021-09-30,0.8666666666666667,minor_2021,NA,0.126927209,1,41771.6270754717,-37399.0370754717,F
688,6762,2021-04-30,0.113,CN,15.86,36967,36967,2016-09-01,2016,6,NA,1,615,minor,0,1,4.7,46,N,F,0,2022-09-14,0.7833333333333333,minor_2021,NA,0.155548401,NA,41771.6270754717,-4804.627075471697,F
689,7146,2021-05-01,0.0222,CN,15.57,31217.06,31217.06,2020-04-30,2020,NA,1,0,265,minor,0,1,1,45,N,F,0,NA,NA,minor_2021,NA,0.04551027,NA,41771.6270754717,-10554.567075471696,F
69,5077,2017-08-22,0.0132,CN,30.4,77976.59,77976.59,2007-04-26,2007,14.4,7,1,649,major,0,1,10.3,29,Y,F,0,2021-09-30,0.7152777777777778,major_2017,0.09003215434083602,0.124529814,NA,57447.427596153844,20529.162403846152,F
690,6210,2021-05-01,0.028,CN,15.57,31217.06,31217.06,2014-05-11,2014,7.9,1,1,295,minor,0,1,7,45,N,F,1,2022-03-18,0.8860759493670886,minor_2021,NA,0.051835965,NA,41771.6270754717,-10554.567075471696,F
691,6844,2021-05-03,0.536,CN,30.53,24426.13,24426.13,2017-10-08,2017,4.9,NA,1,360,minor,0,1,3.6,43,N,F,0,2022-09-14,0.7346938775510203,minor_2021,NA,0.11667688,NA,41771.6270754717,-17345.497075471696,F
692,7149,2021-05-05,0.366,CN,20.15,52958.54,52958.54,2020-08-04,2020,1.2,NA,1,330,minor,0,1,0.8,41,N,F,1,2021-09-30,0.6666666666666667,minor_2021,NA,NA,NA,41771.6270754717,11186.912924528304,F
693,7150,2021-05-07,0.0484,CN,9.62,34215.34,34215.34,2020-12-21,2020,1.7,NA,0,225,minor,0,1,0.4,39,N,F,0,2022-09-14,0.23529411764705885,minor_2021,NA,0.031997523,NA,41771.6270754717,-7556.2870754717005,F
694,7151,2021-05-07,0.0188,CN,6.59,17801.81,17801.81,2020-08-06,2020,NA,NA,0,307,minor,0,1,0.8,39,N,F,0,NA,NA,minor_2021,NA,0.048299624,NA,41771.6270754717,-23969.817075471696,F
695,7122,2021-05-03,0.0192,CN,25.84,53574.36,53574.36,2019-05-17,2019,2.4,NA,1,296,minor,0,1,2,43,N,F,1,2021-09-30,0.8333333333333334,minor_2021,NA,0.035867262,NA,41771.6270754717,11802.732924528304,F
696,7156,2021-05-07,0.0716,CN,23.13,50185.03,50185.03,2020-08-06,2020,NA,NA,0,626,minor,0,1,0.8,39,N,F,0,NA,NA,minor_2021,NA,0.055745753,NA,41771.6270754717,8413.402924528302,F
697,5829,2021-05-07,0.078,CN,21.55,51051.77,51051.77,2012-04-13,2012,9.5,2,1,660,minor,1,1,9.1,39,N,F,1,2021-09-30,0.9578947368421052,minor_2021,NA,0.184890827,2,41771.6270754717,9280.1429245283,F
698,6752,2021-05-03,0.0336,CN,25.84,53574.36,53574.36,2017-03-24,2017,NA,NA,0,310,minor,0,1,4.1,43,N,F,0,NA,NA,minor_2021,NA,0.056346751,NA,41771.6270754717,11802.732924528304,F
699,7155,2021-05-10,0.0576,CN,26.11,57354.74,57354.74,2020-08-09,2020,1.1,NA,1,586,minor,0,1,0.8,36,Y,F,1,2021-09-30,0.7272727272727273,minor_2021,NA,0.067869184,NA,41771.6270754717,15583.112924528301,F
7,6732,2017-06-28,0.0356,CN,21.81,42535.69,42535.69,2017-02-11,2017,2.1,NA,1,192,major,0,1,0.4,84,N,F,0,2019-03-09,0.19047619047619047,major_2017,0.09003215434083602,0.08977318,NA,57447.427596153844,-14911.737596153842,F
70,6272,2017-09-01,0.416,CN,37.43,96280.44,96280.44,2014-07-14,2014,6.9,2,0,336,major,0,1,3.1,19,N,F,0,2021-06-15,0.4492753623188406,major_2017,0.09003215434083602,0.165216793,NA,57447.427596153844,38833.01240384616,F
700,7154,2021-05-17,0.0204,CN,32.4,54402.97,54402.97,2021-03-23,2021,NA,NA,1,285,minor,0,1,0.2,29,N,F,0,NA,NA,minor_2021,NA,0.06636843,NA,41771.6270754717,12631.342924528304,F
701,6736,2021-05-13,0.0202,CN,32.4,54402.97,54402.97,2017-03-10,2017,NA,NA,1,258,minor,0,1,4.2,33,Y,F,0,NA,NA,minor_2021,NA,0.048747669,NA,41771.6270754717,12631.342924528304,F
702,6665,2021-05-13,0.0472,CN,32.4,54402.97,54402.97,2016-07-18,2016,6.2,NA,0,258,minor,0,1,4.8,33,N,F,0,2022-09-14,0.7741935483870968,minor_2021,NA,0.040640974,NA,41771.6270754717,12631.342924528304,F
703,7159,2021-05-14,0.0904,CN,31,51891.79,51891.79,2020-08-13,2020,NA,NA,1,175,minor,0,1,0.8,32,Y,F,0,NA,NA,minor_2021,NA,NA,NA,41771.6270754717,10120.162924528304,F
704,6554,2021-05-14,0.0432,CN,17.48,75662.93,75662.93,2015-09-26,2015,NA,2,0,232,minor,1,1,5.6,32,N,F,0,NA,NA,minor_2021,NA,0.100920607,1,41771.6270754717,33891.302924528296,F
705,5779,2021-05-14,0.0308,CN,17.48,75662.93,75662.93,2011-02-08,2011,NA,4,1,360,minor,1,1,10.3,32,N,F,0,NA,NA,minor_2021,NA,0.134887366,1,41771.6270754717,33891.302924528296,F
706,6910,2021-05-15,0.09,CN,26.77,50540.84,50540.84,2018-07-17,2018,NA,NA,1,360,minor,0,1,2.8,31,N,F,0,NA,NA,minor_2021,NA,0.130735914,NA,41771.6270754717,8769.2129245283,F
707,NA,2021-05-15,0.137,CN,NA,NA,NA,NA,NA,NA,10224,NA,360,minor,0,NA,NA,31,N,C,0,NA,NA,minor_2021,NA,NA,NA,NA,NA,C
708,NA,2021-05-15,0.165,CN,NA,NA,NA,NA,NA,NA,10224,NA,360,minor,0,NA,NA,31,N,C,0,NA,NA,minor_2021,NA,NA,NA,NA,NA,C
71,5292,2017-08-21,0.102,CN,24.51,66247.97,66247.97,2008-11-23,2008,12.6,8,1,588,major,0,1,8.7,30,N,F,0,2021-06-15,0.6904761904761905,major_2017,0.09003215434083602,0.124342861,NA,57447.427596153844,8800.542403846157,F
710,6766,2021-05-15,0.032,CN,18.19,29800.37,29800.37,2017-07-02,2017,5.7,NA,0,585,minor,0,1,3.9,31,N,F,0,2023-03-27,0.6842105263157895,minor_2021,NA,0.14521101,NA,41771.6270754717,-11971.257075471698,F
711,6772,2021-05-24,0.0612,CN,12.95,40766.47,40766.47,2017-07-16,2017,5.7,NA,1,589,minor,0,1,3.9,22,N,F,0,2023-03-27,0.6842105263157895,minor_2021,NA,0.026220223,NA,41771.6270754717,-1005.1570754716959,F
712,NA,2021-05-15,0.122,CN,NA,NA,NA,NA,NA,NA,10224,NA,360,minor,0,NA,NA,31,N,C,0,NA,NA,minor_2021,NA,NA,NA,NA,NA,C
713,6222,2021-05-24,0.161,CN,4.21,14566.21,14566.21,2014-01-27,2014,8.6,3,1,214,minor,0,1,7.3,22,N,F,0,2022-09-14,0.8488372093023256,minor_2021,NA,NA,NA,41771.6270754717,-27205.417075471698,F
714,6917,2021-05-19,0.09,CN,8.59,28311.87,28311.87,2017-09-19,2017,NA,NA,0,182,minor,0,1,3.7,27,Y,F,0,NA,NA,minor_2021,NA,0.17659892,NA,41771.6270754717,-13459.757075471698,F
715,7153,2021-05-17,0.0792,CN,9.51,21939.54,21939.54,2021-03-23,2021,NA,NA,0,247,minor,0,1,0.2,29,N,F,0,NA,NA,minor_2021,NA,0.071724444,NA,41771.6270754717,-19832.087075471696,F
716,7139,2021-05-15,0.046,CN,22.19,42413.12,42413.12,2019-05-15,2019,NA,1,0,652,minor,0,1,2,31,Y,F,0,NA,NA,minor_2021,NA,0.060570052,NA,41771.6270754717,641.4929245283056,F
